name,sexe,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
TIMAEL,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.05,0.08,0.17,0.50,0.70,0.81,0.91,0.95,1.00,0.96,0.75,0.00
TIMEO,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.08,0.15,0.31,0.45,0.59,0.68,0.87,0.95,0.97,1.00,0.87,0.83,0.73,0.65,0.00
TIMOTE,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.03,0.02,0.02,0.06,0.11,0.13,0.19,0.14,0.18,0.25,0.30,0.36,0.41,0.57,0.63,0.61,0.83,1.00,0.96,0.98,0.87,0.85,0.82,0.69,0.64,0.79,0.00
TIMOTHE,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.03,0.03,0.04,0.05,0.04,0.05,0.08,0.08,0.11,0.12,0.16,0.20,0.23,0.30,0.34,0.37,0.43,0.39,0.51,0.46,0.52,0.55,0.59,0.66,0.70,0.79,0.83,0.85,0.95,1.00,0.85,0.85,0.80,0.76,0.69,0.80,0.00
TIMOTHEE,1,0.01,0.02,0.02,0.01,0.03,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.03,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.04,0.03,0.05,0.08,0.06,0.09,0.11,0.14,0.19,0.19,0.27,0.26,0.33,0.37,0.40,0.54,0.64,0.61,0.74,0.65,0.66,0.63,0.66,0.63,0.66,0.67,0.62,0.63,0.63,0.61,0.65,0.72,0.70,0.76,0.82,0.85,0.92,0.93,0.95,0.97,1.00,0.92,0.91,0.82,0.91,0.00
TIMOTHY,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.13,0.06,0.12,0.12,0.23,0.17,0.19,0.12,0.11,0.19,0.09,0.12,0.16,0.00,0.03,0.00,0.03,0.05,0.04,0.03,0.07,0.05,0.04,0.11,0.07,0.10,0.04,0.07,0.11,0.14,0.08,0.10,0.09,0.20,0.25,0.35,0.46,0.64,0.64,0.57,0.77,0.62,0.73,0.67,0.84,0.75,0.74,0.86,0.68,0.59,0.64,0.43,0.57,0.73,0.80,0.91,0.90,1.00,0.99,0.77,0.65,0.74,0.67,0.57,0.00
TINA,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.03,0.04,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.03,0.05,0.05,0.04,0.06,0.09,0.10,0.10,0.08,0.12,0.10,0.04,0.08,0.03,0.06,0.06,0.03,0.11,0.08,0.14,0.12,0.04,0.17,0.16,0.09,0.13,0.06,0.09,0.12,0.11,0.15,0.20,0.25,0.23,0.22,0.18,0.27,0.25,0.31,0.45,0.39,0.40,0.53,0.55,0.50,0.41,0.76,0.75,0.79,0.65,0.67,0.86,1.00,0.97,0.92,0.88,0.90,0.79,0.92,0.77,0.79,0.71,0.65,0.82,0.00
TINO,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.05,0.05,0.02,0.02,0.03,0.00,0.03,0.03,0.02,0.03,0.02,0.02,0.03,0.00,0.00,0.03,0.01,0.03,0.03,0.03,0.01,0.02,0.04,0.02,0.05,0.03,0.02,0.02,0.02,0.05,0.04,0.03,0.05,0.00,0.04,0.02,0.06,0.04,0.04,0.03,0.04,0.02,0.04,0.05,0.02,0.03,0.01,0.01,0.02,0.02,0.00,0.02,0.05,0.01,0.04,0.05,0.05,0.07,0.08,0.08,0.08,0.15,0.13,0.21,0.32,0.32,0.37,0.46,0.42,0.43,0.62,0.58,0.68,0.87,0.95,1.00,0.84,0.93,0.97,0.98,0.00
TIPHAINE,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.02,0.02,0.06,0.06,0.09,0.12,0.14,0.15,0.23,0.26,0.36,0.32,0.38,0.38,0.46,0.44,0.58,0.66,0.73,0.79,0.84,0.99,1.00,0.94,0.93,0.86,0.82,0.77,0.89,0.88,0.81,0.66,0.73,0.63,0.64,0.70,0.55,0.61,0.48,0.44,0.36,0.30,0.29,0.28,0.22,0.23,0.24,0.20,0.14,0.12,0.12,0.00
TIPHANIE,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.05,0.42,0.28,0.69,0.68,0.77,0.91,1.00,0.91,0.97,0.98,0.97,0.98,0.91,0.87,0.71,0.60,0.67,0.43,0.42,0.34,0.36,0.27,0.26,0.21,0.20,0.12,0.16,0.12,0.09,0.08,0.05,0.07,0.05,0.05,0.02,0.02,0.02,0.00
TITOUAN,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.04,0.08,0.07,0.10,0.13,0.15,0.15,0.20,0.29,0.34,0.45,0.55,0.66,0.85,0.89,0.92,0.94,0.96,1.00,0.98,0.84,0.76,0.66,0.60,0.46,0.43,0.37,0.32,0.00
TOBIAS,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.04,0.00,0.02,0.00,0.00,0.04,0.04,0.03,0.06,0.09,0.04,0.05,0.07,0.07,0.13,0.12,0.16,0.12,0.14,0.38,0.27,0.33,0.32,0.33,0.29,0.33,0.56,0.46,0.39,0.51,0.40,0.37,0.27,0.33,0.36,0.32,0.63,0.88,1.00,0.00
TOM,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.04,0.07,0.10,0.10,0.17,0.18,0.21,0.26,0.30,0.34,0.43,0.59,0.81,0.86,0.92,0.88,0.92,1.00,0.99,0.91,0.92,0.90,0.90,0.85,0.79,0.72,0.70,0.69,0.67,0.68,0.00
TOMAS,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.04,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.03,0.03,0.00,0.07,0.14,0.08,0.14,0.09,0.10,0.23,0.11,0.14,0.07,0.16,0.08,0.13,0.05,0.10,0.11,0.06,0.07,0.13,0.07,0.09,0.06,0.05,0.12,0.14,0.13,0.14,0.23,0.22,0.18,0.29,0.31,0.22,0.27,0.21,0.34,0.34,0.42,0.34,0.59,0.68,0.64,0.87,0.65,0.72,0.80,0.79,0.96,0.95,0.75,0.73,1.00,0.91,0.93,0.94,0.97,0.00
TOMMY,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.01,0.02,0.04,0.03,0.03,0.08,0.17,0.18,0.26,0.20,0.25,0.30,0.37,0.36,0.40,0.43,0.46,0.50,0.64,0.89,0.80,0.69,0.87,0.64,0.75,0.64,0.77,0.80,0.99,1.00,0.91,0.92,0.87,0.63,0.57,0.47,0.39,0.35,0.44,0.44,0.37,0.35,0.36,0.35,0.35,0.38,0.37,0.37,0.00
TOMY,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.05,0.04,0.04,0.00,0.10,0.04,0.00,0.09,0.08,0.13,0.18,0.13,0.23,0.17,0.22,0.25,0.26,0.35,0.22,0.37,0.40,0.55,0.68,0.93,0.74,0.89,0.87,0.82,0.96,0.99,0.99,1.00,0.81,0.78,0.82,0.71,0.82,0.90,0.73,0.85,0.88,0.52,0.51,0.52,0.60,0.52,0.57,0.49,0.00
TONI,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.03,0.03,0.03,0.04,0.03,0.06,0.09,0.07,0.06,0.08,0.11,0.17,0.13,0.21,0.18,0.15,0.17,0.10,0.18,0.15,0.20,0.30,0.27,0.24,0.35,0.43,0.46,0.51,0.45,0.45,0.39,0.48,0.31,0.39,0.33,0.48,0.43,0.31,0.40,0.41,0.26,0.28,0.28,0.34,0.31,0.43,0.39,0.48,0.36,0.48,0.54,0.50,0.55,0.52,0.69,0.45,0.48,0.77,1.00,0.83,0.69,0.62,0.56,0.44,0.32,0.29,0.36,0.30,0.23,0.00
TONY,1,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.03,0.03,0.02,0.03,0.04,0.05,0.07,0.09,0.10,0.14,0.15,0.17,0.15,0.14,0.16,0.23,0.28,0.29,0.37,0.48,0.52,0.60,0.68,0.79,0.79,0.87,0.80,0.85,0.86,0.86,0.86,1.00,0.94,0.89,0.84,0.79,0.79,0.83,0.88,0.99,0.84,0.90,0.78,0.66,0.67,0.61,0.58,0.62,0.64,0.58,0.65,0.60,0.54,0.46,0.46,0.42,0.45,0.40,0.37,0.34,0.29,0.26,0.26,0.24,0.22,0.21,0.18,0.00
TOUFIK,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.05,0.04,0.09,0.09,0.07,0.12,0.12,0.07,0.17,0.13,0.23,0.26,0.31,0.39,0.30,0.48,0.49,0.52,0.70,0.79,0.63,0.74,0.85,1.00,0.87,0.82,0.88,0.68,0.64,0.59,0.48,0.44,0.36,0.50,0.37,0.22,0.21,0.35,0.28,0.24,0.29,0.30,0.25,0.18,0.28,0.15,0.19,0.11,0.16,0.16,0.07,0.16,0.15,0.11,0.09,0.09,0.06,0.04,0.00
TOUSSAINT,1,0.95,0.84,1.00,0.89,0.94,0.85,0.65,0.81,0.74,0.67,0.65,0.75,0.61,0.65,0.60,0.64,0.99,0.73,0.64,0.79,0.52,0.56,0.63,0.45,0.53,0.46,0.52,0.62,0.40,0.44,0.54,0.38,0.47,0.57,0.38,0.44,0.50,0.38,0.34,0.36,0.28,0.34,0.27,0.28,0.33,0.39,0.21,0.25,0.18,0.25,0.21,0.23,0.19,0.22,0.19,0.18,0.13,0.15,0.17,0.14,0.11,0.14,0.12,0.04,0.11,0.03,0.07,0.07,0.04,0.06,0.05,0.04,0.06,0.02,0.04,0.02,0.02,0.02,0.03,0.03,0.00,0.04,0.02,0.05,0.00,0.00,0.03,0.03,0.05,0.02,0.03,0.03,0.00,0.02,0.03,0.03,0.04,0.03,0.02,0.03,0.04,0.03,0.05,0.02,0.00,0.02,0.02,0.02,0.03,0.02,0.02,0.00,0.02,0.03,0.00,0.02,0.00,0.00,0.00
TOUSSAINTE,2,0.68,0.65,0.61,0.76,0.75,0.78,0.87,0.52,0.70,0.72,0.69,0.74,0.66,0.60,0.77,0.74,1.00,0.74,0.62,0.85,0.62,0.78,0.71,0.60,0.33,0.39,0.51,0.55,0.54,0.59,0.50,0.32,0.39,0.61,0.35,0.28,0.43,0.30,0.46,0.23,0.44,0.47,0.43,0.40,0.33,0.09,0.19,0.21,0.22,0.18,0.15,0.17,0.18,0.07,0.13,0.13,0.08,0.14,0.09,0.08,0.05,0.04,0.05,0.10,0.10,0.05,0.00,0.06,0.04,0.00,0.05,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TRACY,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.03,0.03,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.04,0.04,0.11,0.11,0.35,0.73,0.95,1.00,0.95,0.57,0.46,0.45,0.40,0.40,0.33,0.30,0.27,0.28,0.26,0.19,0.19,0.22,0.18,0.16,0.17,0.12,0.13,0.12,0.12,0.06,0.08,0.08,0.06,0.00
TRISTAN,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.06,0.08,0.07,0.07,0.08,0.10,0.10,0.10,0.11,0.13,0.13,0.12,0.13,0.13,0.17,0.19,0.18,0.31,0.40,0.48,0.66,0.61,0.61,0.56,0.57,0.63,0.66,0.82,0.87,0.94,0.98,1.00,0.91,0.91,0.92,0.82,0.79,0.71,0.68,0.61,0.58,0.52,0.48,0.43,0.38,0.31,0.29,0.25,0.00
TRYSTAN,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.04,0.00,0.19,0.15,0.17,0.13,0.25,0.31,0.14,0.28,0.31,0.28,0.51,0.53,0.58,0.60,0.63,0.97,0.99,1.00,0.72,0.88,0.67,0.72,0.80,0.65,0.71,0.53,0.55,0.29,0.33,0.34,0.40,0.00
TYA,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.44,0.36,0.25,0.40,0.59,0.68,0.66,0.71,0.85,0.91,0.76,0.84,1.00,0.94,0.91,0.88,0.00
TYLER,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.03,0.06,0.11,0.09,0.08,0.12,0.09,0.11,0.09,0.13,0.22,0.28,0.29,0.39,0.44,0.64,0.72,0.86,0.88,1.00,0.86,0.00
TYMEO,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.04,0.16,0.27,0.35,0.47,0.55,0.66,0.86,0.94,1.00,0.96,0.79,0.73,0.00
TYPHAINE,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.02,0.01,0.03,0.04,0.04,0.04,0.04,0.06,0.05,0.07,0.07,0.09,0.13,0.19,0.17,0.24,0.26,0.38,0.37,0.50,0.39,0.51,0.38,0.55,0.47,0.65,0.89,1.00,0.79,0.93,0.83,0.88,0.94,0.80,0.84,0.92,0.80,0.70,0.66,0.74,0.77,0.66,0.69,0.70,0.57,0.49,0.36,0.42,0.49,0.36,0.25,0.36,0.25,0.17,0.20,0.16,0.00
